traveltime,stop_id,stop_name,stop_lat,stop_lon
"(1, 'already visited', {'8592191', '8588447', '8579258', '8504000', '8593850', '8592177', '8579257', '8588434', '8595625', '8593798', 'Parent8504000', '8588446', '8592023', '8588435', '8588432', '8579256', '8588450', '8592185', '8593806', '8504000:0:2', '8588448', '8592183', '8595192', '8595190', '8504000:0:1', '8592171', '8588436', '8588449'})",8593806,"Belmont-sur-L., Rouvène",46.521397,6.674779
"(1, 'already visited', {'8501121:0:2', '8591976', '8592147', '8593850', '8593795', '8592151', '8595625', '8593798', '8595191', '8592164', '8579259', '8592160', '8592189', '8592152', '8504010:0:2', '8592167', '8592159', '8592157', '8588445:0:D', '8592195', '8592156', '8588440', '8592169', '8592154', '8592199', '8592149', '8588443', '8592150', '8592145', '8588445:0:B', '8592182', '8588439', 'Parent8501122', '8592155', '8588445', '8588446', '8504010:0:1', 'Parent8504010', '8501318', '8501319', '8501122:0:1', '8501121:0:1', '8592168', '8588442', 'Parent8501121', '8592162', '8595192', '8592158', '8595190', '8504010', '8501122:0:2', '8592188', '8588436', 'Parent8588445', '8593861'})",8592156,"Lutry, port",46.50182,6.6840677
"(1, 'already visited', {'8501121:0:2', '8592146', '8592009', '8592193', '8591976', '8592147', '8593850', '8593795', '8509297', '8501120:0:70', '8504003:0:2', '8501120:0:4', '8579254', '8592185', '8501120:0:6', '8592153', '8592170', '8588440', '8592171', '8592199', '8579237', '8504003:0:1', '8504000', '8588445:0:B', 'Parent8501122', '8592155', '8588445', '8588446', '8592023', '8592133', '8588431', '8591981', 'Parent8501160', '8588442', 'Parent8501121', '8591978', '8595190', '8501120:0:5', '8592020', 'Parent8588445', '8589523', 'Parent8592050', '8592011', '8593861', '8501120:0:8', '8592050', '8592151', '8592045', '8501160:0:1', '8501160:0:2', '8592164', '8579256', '8592152', '8592077', '8504010:0:2', '8592167', '8592083', '8592050:0:C', '8592183', '8592157', '8592012', '8592038', '8592149', '8588443', '8592145', '8501120', '8504010:0:1', 'Parent8504010', '8592172', 'Parent8501181', '8593806', '8501122:0:1', '8592062', '8592136', '8591988', '8592098', '8590442', 'Parent8504003', '8592191', '8501120:0:3', '8501181:0:1', '8504003', '8592177', '8579257', '8592050:0:F', '8595191', '8588435', '8579259', '8588452', '8592190', '8501120:0:7', '8592129', '8504000:0:1', '8592154', '8592074', '8592150', '8592072', '8588449', '8592126', '8510574', '8579255', 'Parent8504000', '8592050:0:D', '8592196', '8501181', '8501181:0:2', '8591999', '8501120:0:1', '8592158', '8592188', '8588436', '8592050:0:H', '8591979', '8595936', '8579258', '8501160', '8588434', '8595625', '8593798', '8592160', '8592189', '8592042', '8592198', '8588451', '8504000:0:2', '8592159', '8588441', '8588445:0:D', '8592195', '8592156', '8592079', '8592123', '8588447', '8592182', '8591991', 'Parent8501120', '8588450', '8593856', '8591818', '8592051', '8501318', '8501121:0:1', '8592043', '8579253', '8588448', '8592162', '8595192', '8504010', '8501122:0:2', '8588432'})",8592149,"Lutry, Corsy-Dessous",46.51358,6.680133
"(0, 39.0, ['8592119', '8592102', '8592103', '8501209', '8501210'])",8592119,"Lausanne, St-Paul",46.527214,6.61788
"(0, 17.0, ['8592106', '8592105', '8501209', '8501210'])",8592106,"Lausanne, Provence sud",46.52174,6.6082587
"(0, 32.32, ['8592068', '8591995', '8592114', '8501210'])",8592068,"Lausanne, Maladière",46.51743,6.605411
"(1, 'already visited', {'8501162:0:1', '8501181:0:1', '8592053', '8587357', '8592055', '8592107', '8592132', '8592057', '8510575', '8579254', '8592116', '8592010', '8592124', '8592180', '8591996', '8592143', '8592181', '8592111', '8501163', '8595004', '8593249', '8592030', '8501163:0:1', '8592071', '8592000', '8593845', '8592133', '8595005', '8501181', '8501181:0:2', '8592056', 'Parent8501160', '8592087', '8592173', '8501162', '8592003', '8592082', '8591982', '8589523', '8592011', '8591993', '8504176', '8501160', '8592094', '8592175', '8591994', '8592063', '8501160:0:1', '8501160:0:2', '8501162:0:2', '8592019', '8591992', '8592176', '8592187', '8592096', '8592034', '8587853', '8592125', '8591991', '8591998', '8592135', '8592047', '8591818', 'Parent8501181', '8592092', 'Parent8501162', '8579253', '8592089', '8591987', '8592137', '8592088', '8592192', '8591988', '8592067', '8592140', '8592098', '8590442', '8592138', '8592085'})",8592055,"Lausanne, Grangette",46.54136,6.6332498
"(1, 'already visited', {'8592009', '8501120:0:3', '8501181:0:1', '8592053', '8592050:0:F', '8501120:0:70', '8592005', '8510575', '8501120:0:4', '8592061', '8579254', '8592017', '8592109', '8592010', '8592022', '8501120:0:6', '8592110', '8501120:0:7', '8592064', '8592129', '8501207', '8592074', '8579237', '8592122', '8592072', '8592091', '8591985', '8510574', '8592090', '8592059', '8579255', '8591989', '8592071', '8592133', '8592080', '8588431', '8591990', '8592050:0:D', '8591981', '8501181', '8501181:0:2', '8592134', 'Parent8501160', '8592044', '8591999', '8592027', '8592021', '8501120:0:1', '8591978', '8592106', '8501120:0:5', '8592020', '8591982', '8592004', '8589523', 'Parent8592050', '8592050:0:H', '8501208', '8501120:0:8', '8591979', '8504176', '8501160', '8592050', '8592026', '8592041', '8592121', '8501160:0:1', '8501160:0:2', '8592028', '8592045', '8592097', '8592042', '8593844', '8592083', '8592050:0:C', '8591983', '8592001', '8592012', '8592038', '8592079', '8592096', '8592123', '8592034', '8591991', '8591986', '8501120', '8592075', 'Parent8501120', '8591818', '8592051', 'Parent8501181', '8592024', '8592062', '8592043', '8592039', '8592136', '8579253', '8592102', '8592040', '8591988', '8592036', '8592098', '8590442', '8592046', '8592138', '8592052'})",8592009,"Lausanne, Chandolin",46.517498,6.644551
"(0, 67.0, ['8591986', '8592024', '8591985', '8592005', '8592075', '8592044', '8592068', '8591995', '8595934', '8595935', '8593838', '8595935', '8592068', '8593837', '8591995', '8595935', '8592068', '8593838', '8592080', '8595938', '8592044', '8592080', '8595938', '8592044', '8592121', '8593837', '8592080', '8592068', '8592106', '8593838', '8593837', '8592021', '8595938', '8592044', '8591983', '8595938', '8592044', '8593838', '8593837', '8592080', '8592021', '8592105', '8593844', '8592106', '8501208', '8592080', '8592044', '8592022', '8501207', '8593844', '8592106', '8501208', '8592021', '8592022', '8592036', '8591990', '8592097', '8592133', '8595938', '8595935', '8592068', '8593838', '8593837', '8592080', '8592044', '8592121', '8593838', '8595938', '8592044', '8591983', '8592075', '8592110', '8591989', '8591983', '8592080', '8592044', '8592121', '8592075', '8592064', '8592110', '8592097', '8592046', '8592121', '8592075', '8592110', '8592044', '8591983', '8592121', '8592075', '8592064', '8592097', '8592046', '8591983', '8592075', '8591990', '8592064', '8592110', '8592097', '8592005', '8592134', '8592005', '8591989', '8591983', '8592121', '8591990', '8501207', '8592075', '8592036', '8592102', '8592022', '8593844', '8592103', '8501208', '8592021', '8592102', '8592103', '8501208', '8592022', '8592078', '8592036', '8592109', '8592119', '8501207', '8592078', '8592036', '8592109', '8592119', '8501207', '8591990', '8592109', '8592102', '8592022', '8592036', '8592119', '8591980', '8592041', '8592035', '8592104', '8592001', '8592119', '8591980', '8592041', '8592036', '8591990', '8592109', '8592119', '8591980', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:1', '8501160', 'Parent8501160', '8501160:0:2', '8592120', '8592098', '8592122', '8592035', '8592001', '8592064', '8591983', '8592075', '8591990', '8592110', '8592097', '8592046', '8592005', '8592097', '8501207', '8591983', '8592075', '8591990', '8592064', '8592110', '8592046', '8592005', '8592122', '8592036', '8591990', '8592097', '8592041', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592004', '8592134', '8592046', '8592041', '8592122', '8592004', '8591990', '8592097', '8592041', '8592122', '8592001', '8592133', '8501207', '8592041', '8592122', '8592001', '8592004', '8592134', '8592096', '8592010', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592120', '8592098', '8592011', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592134', '8592097', '8592046', '8592041', '8592122', '8592001', '8592004', '8592133', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592040', '8579253', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592011', '8592050', '8592064', '8592110', '8592097', '8592046', '8592005', '8592064', '8592110', '8592097', '8592046', '8591989', '8592121', '8592110', '8592005', '8592090', '8591989', '8591985', '8592086', '8592090', '8592061', '8591985', '8592024', '8592028', '8592026', '8592086', '8591986', '8592039', '8591986', '8501075', '8595933', '8591985', '8591985', '8592027', '8592005', '8591985', '8592040', '8592134', '8591985', '8592027', '8592024', '8501120', '8592040', '8592027', '8579253', '8592133', '8592134', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592098', '8592011', '8591988', '8501120:0:4', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:3', '8501120:0:8', 'Parent8501120', '8501120:0:5', '8501181:0:2', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:70', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:6', '8501120:0:5', '8501120:0:7', '8501181', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:70', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:5', '8501181:0:2', 'Parent8501181', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:3', 'Parent8501120', '8501120:0:4', '8501120:0:8', '8501120', '8501120:0:70', '8501120:0:6', '8501120:0:1', '8501120:0:5', '8501120:0:7', '8501181', '8501181:0:2', '8501181:0:1', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:3', 'Parent8501120', '8501120:0:4', '8501120:0:8', '8501120', '8501120:0:70', '8501120:0:6', '8501120:0:1', '8501120:0:5', '8501120:0:7', '8501181', '8501181:0:2', 'Parent8501181', '8592050:0:D', '8592050', '8592050:0:C', 'Parent8592050', '8592050:0:H', '8591818', '8592133', '8501160:0:1', '8501160', '8501160:0:2', 'Parent8501160', '8592098', '8592011', '8591988', '8579253', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120:0:70', '8501120:0:6', '8501120:0:5', '8501120', '8501120:0:7', '8501120:0:1', 'Parent8501181', '8501181:0:1', '8501181', '8501181:0:2', '8592050', 'Parent8592050', '8592050:0:D', '8592050:0:C', '8592050:0:H', '8592125', '8590442', '8592050:0:F', '8579254', '8592125', '8590442', '8592050:0:F', '8579254', '8592050:0:D', '8592050', '8592050:0:C', 'Parent8592050', '8592050:0:H', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', '8501181:0:1', '8592050:0:D', '8592050:0:H', 'Parent8592050', '8592050', '8592050:0:C', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', 'Parent8501181', '8501181:0:1', '8592050:0:D', '8592050:0:H', 'Parent8592050', '8592050', '8592050:0:C', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', 'Parent8501181', '8501181', '8501181:0:1', '8592050:0:H', '8592050:0:C', '8592050', '8592050:0:D', 'Parent8592050', '8591818', '8590442', '8592050:0:F', '8579254', '8501120:0:8', '8518452:0:1', '8501209', '8501210'])",8591986,"Lausanne, Beau-Rivage",46.508305,6.6275005
"(0, 67.0, ['8591982', '8592125', '8501160:0:1', '8592041', '8592036', '8592102', '8592103', '8501209', 'Parent8518452', '8510543', '8518452:0:1', '8518452:0:2', '8518452:0:3', '8518452:0:4', '8592049', '8592105', '8593844', '8501208', '8592102', '8592022', '8501208', '8501209', '8518452:0:1', '8518452:0:2', '8518452:0:3', '8518452:0:4', '8592105', '8593844', '8592103', '8592106', '8592021', '8592102', '8592022', '8501207', '8592022', '8593844', '8592103', '8501208', '8592021', '8592102', '8501207', '8593844', '8592106', '8501208', '8592021', '8592022', '8592036', '8591990', '8592097', '8592133', '8592078', '8592036', '8592109', '8592102', '8592022', '8592036', '8592119', '8591980', '8592041', '8592035', '8592104', '8592001', '8592119', '8592078', '8592102', '8592022', '8592124', '8592032', '8592119', '8591980', '8591992', '8592036', '8592109', '8592119', '8592102', '8592022', '8592078', '8592036', '8592109', '8592032', '8591980', '8591992', '8592041', '8592035', '8592104', '8592001', '8591984', '8592022', '8501207', '8591990', '8501207', '8592075', '8592044', '8591983', '8592121', '8591990', '8592064', '8592110', '8592097', '8592046', '8592005', '8592036', '8592064', '8591983', '8592075', '8591990', '8592110', '8592097', '8592046', '8592005', '8592097', '8501207', '8591983', '8592075', '8591990', '8592064', '8592110', '8592046', '8591983', '8592075', '8591990', '8592064', '8592110', '8592097', '8592005', '8592134', '8592005', '8592122', '8592036', '8591990', '8592097', '8592041', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592004', '8592134', '8592046', '8592041', '8592122', '8592004', '8591990', '8592097', '8592041', '8592122', '8592001', '8592133', '8501207', '8592041', '8592122', '8592001', '8592004', '8592134', '8592096', '8592010', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592120', '8592098', '8592011', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592134', '8592096', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592011', '8592050', '8592109', '8592119', '8591980', '8592078', '8592036', '8592109', '8592032', '8592124', '8592078', '8592119', '8591993', '8591980', '8591992', '8592035', '8592104', '8591998', '8592057', '8592119', '8591992', '8592078', '8592032', '8592119', '8591980', '8592094', '8592104', '8591998', '8592057', '8592032', '8591993', '8591992', '8592094', '8592087', '8591998', '8592056', '8591987', '8592088', '8591984', '8591987', '8592041', '8592035', '8592036', '8592109', '8592119', '8591980', '8592041', '8592104', '8592109', '8592032', '8592119', '8591980', '8591992', '8592035', '8591998', '8591984', '8592060', '8592076', '8592001', '8592036', '8592109', '8592119', '8591980', '8592041', '8592122', '8592035', '8592004', '8592133', '8592134', '8591984', '8592096', '8592010', '8501160', '8501160:0:1', 'Parent8501160', '8501160:0:2', '8592120', '8592060', '8592098', '8592011', '8591984', '8592119', '8591980', '8591992', '8592035', '8592104', '8592001', '8592120', '8592060', '8592076', '8592135', '8592033', '8592096', '8592010', '8501160', '8501160:0:1', '8501160:0:2', 'Parent8501160', '8592120', '8592060', '8592011', '8592104', '8592001', '8591984', '8592041', '8592122', '8592035', '8592001', '8591990', '8592109', '8592119', '8591980', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592097', '8592046', '8592041', '8592122', '8592001', '8592004', '8592133', '8592096', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592010', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', 'Parent8501160', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:2', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160', '8592041', '8592122', '8592035', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:2', '8501160:0:1', 'Parent8501160', '8592120', '8592041', '8592035', '8592001', '8592133', '8591984', '8592096', '8592010', '8501160', '8501160:0:1', '8501160:0:2', 'Parent8501160', '8592060', '8592035', '8592104', '8592001', '8591984', '8592096', '8592010', '8501160', 'Parent8501160', '8501160:0:1', '8501160:0:2', '8592120', '8592011', '8592076', '8592135', '8592033', '8592085', '8592034', '8592125', '8592098', '8592041', '8592122', '8592001', '8592004', '8592133', '8592134', '8592096', '8592010', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592120', '8592011', '8592135', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592125', '8590442', '8592011', '8592035', '8592001', '8592004', '8592133', '8592096', '8592010', '8501160:0:1', '8501160:0:2', 'Parent8501160', '8501160', '8592120', '8592060', '8592098', '8592135', '8591988', '8579253', 'Parent8501181', '8501181:0:2', '8501181', '8501181:0:1', '8591818', '8592125', '8590442', '8592135', '8591984', '8592096', '8592010', '8501160:0:1', '8501160', '8501160:0:2', 'Parent8501160', '8592120', '8592060', '8592098', '8592011', '8592076', '8591988', '8592033', '8592034', '8592125', '8590442', '8592053', '8592071', '8592138', '8504176', '8591988', '8592133', '8592096', '8592010', '8501160:0:1', '8501160', '8501160:0:2', 'Parent8501160', '8592120', '8592098', '8592011', '8592135', '8579253', '8501181:0:2', '8501181', '8501181:0:1', 'Parent8501181', '8591818', '8592125', '8590442', '8579254', '8592033', '8592034', '8592120', '8592060', '8592076', '8592135', '8592033', '8592003', '8592085', '8592125', '8592053', '8592071', '8592111', '8592138', '8504176', '8592091', '8592059', '8592125', '8592060', '8592098', '8592011', '8592135', '8591988', '8579253', '8592133', '8592134', '8501160:0:1', '8501160:0:2', '8501160', 'Parent8501160', '8592098', '8592011', '8591988', '8501120:0:4', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:3', '8501120:0:8', 'Parent8501120', '8501120:0:5', '8501181:0:2', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:70', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:6', '8501120:0:5', '8501120:0:7', '8501181', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:70', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:5', '8501181:0:2', 'Parent8501181', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:3', 'Parent8501120', '8501120:0:4', '8501120:0:8', '8501120', '8501120:0:70', '8501120:0:6', '8501120:0:1', '8501120:0:5', '8501120:0:7', '8501181', '8501181:0:2', '8501181:0:1', '8592133', '8501160:0:2', '8501160', 'Parent8501160', '8501160:0:1', '8592098', '8592011', '8591988', '8579253', '8501120:0:3', 'Parent8501120', '8501120:0:4', '8501120:0:8', '8501120', '8501120:0:70', '8501120:0:6', '8501120:0:1', '8501120:0:5', '8501120:0:7', '8501181', '8501181:0:2', 'Parent8501181', '8592050:0:D', '8592050', '8592050:0:C', 'Parent8592050', '8592050:0:H', '8591818', '8592133', '8501160:0:1', '8501160', '8501160:0:2', 'Parent8501160', '8592098', '8592011', '8591988', '8579253', '8501120:0:4', '8501120:0:3', 'Parent8501120', '8501120:0:8', '8501120:0:70', '8501120:0:6', '8501120:0:5', '8501120', '8501120:0:7', '8501120:0:1', 'Parent8501181', '8501181:0:1', '8501181', '8501181:0:2', '8592050', 'Parent8592050', '8592050:0:D', '8592050:0:C', '8592050:0:H', '8592125', '8590442', '8592050:0:F', '8579254', '8592125', '8590442', '8592050:0:F', '8579254', '8592050:0:D', '8592050', '8592050:0:C', 'Parent8592050', '8592050:0:H', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', '8501181:0:1', '8592050:0:D', '8592050:0:H', 'Parent8592050', '8592050', '8592050:0:C', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', 'Parent8501181', '8501181:0:1', '8592050:0:D', '8592050:0:H', 'Parent8592050', '8592050', '8592050:0:C', '8591818', '8592125', '8590442', '8592050:0:F', '8579254', 'Parent8501181', '8501181', '8501181:0:1', '8592050:0:H', '8592040', '8592027', '8579253', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:8', 'Parent8501120', '8501120:0:5', '8501120:0:3', '8501120:0:4', '8501181:0:2', 'Parent8501181', '8501181:0:1', '8501181', 'Parent8592050', '8592040', '8592027', '8579253', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:4', 'Parent8501120', '8501120:0:3', '8501120:0:5', '8501181', '8501181:0:1', 'Parent8501181', '8501181:0:2', '8592050:0:H', '8592050:0:C', '8592040', '8592027', '8579253', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:4', 'Parent8501120', '8501120:0:3', '8501120:0:5', '8501181', '8501181:0:1', 'Parent8501181', '8501181:0:2', '8592050:0:H', '8592050', '8592134', '8592040', '8592027', '8579253', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', 'Parent8501120', '8501120:0:4', '8501120:0:8', '8501120:0:5', '8501120:0:3', '8501181', 'Parent8501181', '8501181:0:1', '8501181:0:2', '8592050:0:C', '8592050:0:H', 'Parent8592050', '8592050:0:D', '8592040', '8592027', '8579253', '8501120:0:8', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:4', 'Parent8501120', '8501120:0:3', '8501120:0:5', '8501181', '8501181:0:1', 'Parent8501181', '8501181:0:2', '8592050:0:H', '8592050:0:C', 'Parent8592050', '8592050', '8591818', '8592052', '8592050:0:F', '8592079', '8579254', '8592020', '8592072', '8591818', '8592052', '8592050:0:F', '8592079', '8579254', '8592020', '8592072', 'Parent8592050', '8592050:0:D', '8591818', '8592052', '8592050:0:F', '8592079', '8579254', '8592020', '8592072', '8592050', '8592050:0:D', '8591818', '8592052', '8592050:0:F', '8592079', '8579254', '8592020', '8592072', '8592050:0:C', '8592050', '8592050:0:D', '8591818', '8592052', '8592050:0:F', '8592079', '8579254', '8592020', '8592072', '8592050:0:C', '8592050', '8592050:0:D', 'Parent8592050', '8591818', '8590442', '8592050:0:F', '8579254', '8591988', '8579253', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', 'Parent8501120', '8501120:0:3', '8501120:0:4', '8501120:0:5', '8501120:0:8', 'Parent8501181', '8501181', '8501181:0:2', '8501181:0:1', '8592050:0:D', '8592050:0:C', '8592050', 'Parent8592050', '8592050:0:H', '8591818', '8590442', '8592050:0:F', '8592020', '8592072', '8589523', '8591991', '8592051', '8501181:0:2', 'Parent8501181', '8501181', '8501181:0:1', '8591818', '8592125', '8590442', 'Parent8501160', '8501160', '8501160:0:2', '8501160:0:1', '8592098', '8592011', '8592135', '8591988', '8579253', '8501181:0:1', 'Parent8501181', '8501181:0:2', '8501181', '8591818', '8592125', '8592071', '8579254', '8504176', '8591982', '8589523', '8590442', '8579254', '8592072', '8591991', '8510575', '8592051', '8579237', '8592074', '8510575', '8501160:0:1', 'Parent8501160', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592125', '8590442', '8501160', '8501160:0:1', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', '8579253', '8501181:0:2', '8501181', 'Parent8501181', '8501181:0:1', '8591818', '8592125', '8590442', '8501160:0:1', '8501160', '8501160:0:2', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', 'Parent8501160', '8501160:0:2', '8501160', '8501160:0:1', '8592120', '8592060', '8592098', '8592011', '8592135', '8591988', '8592010', '8501160:0:2', 'Parent8501160', '8501160', '8501160:0:1', '8592098', '8592040', '8592134', '8591985', '8592005', '8591989', '8592090', '8591989', '8591985', '8592086', '8592040', '8592027', '8592005', '8591985', '8592040', '8592024', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:4', 'Parent8501120', '8501120:0:3', '8501120:0:5', '8501120:0:8', '8501120:0:70', 'Parent8592050', '8592050', '8592050:0:H', '8592050:0:D', '8592050:0:C', '8592052', '8592028', '8592026', '8592079', '8592024', '8592028', '8592061', '8592027', '8592024', '8591985', '8592040', '8592027', '8592052', '8592040', '8592027', '8592024', '8501120:0:70', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:4', 'Parent8501120', '8501120:0:3', '8501120:0:5', '8501120:0:8', 'Parent8592050', '8592050:0:C', '8592050:0:D', '8592050:0:H', '8592050', '8592028', '8592026', '8592050:0:F', '8592079', '8592020', '8592028', '8591985', '8592040', '8592027', '8592024', '8592052', '8592061', '8591985', '8592024', '8592028', '8592026', '8592086', '8591986', '8592024', '8592028', '8592061', '8592026', '8592086', '8501075', '8592039', '8595933', '8592039', '8592026', '8592027', '8592024', '8592052', '8592028', '8592061', '8591986', '8592079', '8592040', '8592027', '8501120', '8501120:0:1', '8501120:0:7', '8501120:0:6', '8501120:0:70', '8501120:0:4', '8501120:0:3', '8501120:0:8', 'Parent8501120', '8501120:0:5', '8592050', '8592050:0:H', 'Parent8592050', '8592050:0:C', '8592050:0:D', '8592052', '8592028', '8592026', '8592050:0:F', '8592020', '8592072', '8592039', '8591979', '8592062', '8592020', '8592039', '8591986', '8592079', '8592039', '8592061', '8592026', '8591986', '8501120', '8592040', '8592027', '8579253', '8501120:0:8', '8518452:0:1', '8501209', '8501210'])",8591982,"Lausanne, Barre",46.52575,6.636026
"(0, 55.72, ['8591953', '8591933', '8593866', '8592209', '8510422', '8595521', '8501210'])",8591953,"Ecublens VD, Parc",46.536972,6.568068
"(0, 32.72, ['8591933', '8593866', '8592209', '8510422', '8595521', '8501210'])",8591933,"Chavannes-R., Planta",46.5342,6.5730267
"(0, 32.72, ['8588838', '8593866', '8592209', '8510422', '8595521', '8501210'])",8588838,"Renens VD, gare nord",46.537548,6.579333
"(0, 41.0, ['8579234', '8501213', '8501212', '8501211', '8501210'])",8579234,"Ecublens VD, EPFL Piccard",46.520367,6.5684543
"(1, 'already visited', {'8570417', '8557141', '8570425', '8570421', '8504166', '8504758', '8570423', '8570422', '8591904', '8595474'})",8570422,"Ferlens VD, Le Moulin",46.58748,6.7832055
"(0, 59.0, ['8510528', '8510727', '8592227', '8591945', '8596053', '8591950', '8595937', '8501210'])",8510528,"St-Sulpice VD, Pré-Fleuri",46.515144,6.5605044
"(1, 'already visited', {'8504169', '8570419'})",8504169,"Les Cullayes, village",46.572918,6.7524924
"(1, 'already visited', {'8501121:0:2', '8592146', 'Parent8504003', '8592191', '8591976', '8592147', '8504003', '8593850', '8593795', '8592177', '8509297', '8579257', '8595191', '8588435', '8579259', '8588452', '8504003:0:2', '8592185', '8592190', '8592153', '8588440', '8592169', '8592171', '8592199', '8504000:0:1', '8592154', '8592150', '8588449', '8504003:0:1', '8504000', '8588445:0:B', 'Parent8501122', '8588445', '8588446', 'Parent8504000', '8592023', '8592196', 'Parent8501121', '8588442', '8592158', '8595190', '8592188', '8588436', 'Parent8588445', '8593861', '8579258', '8592151', '8588434', '8595625', '8593798', '8592164', '8579256', '8592160', '8592189', '8592152', '8504010:0:2', '8592167', '8592198', '8588451', '8504000:0:2', '8592159', '8592183', '8588441', '8592157', '8588445:0:D', '8592195', '8592156', '8592149', '8588443', '8592145', '8588447', '8592182', '8588439', '8504010:0:1', 'Parent8504010', '8592172', '8588450', '8593856', '8501318', '8501319', '8501122:0:1', '8593806', '8501121:0:1', '8592168', '8588448', '8592162', '8595192', '8504010', '8501122:0:2', '8588432'})",Parent8504010,La Conversion,46.513084,6.6783276
"(0, 45.0, ['8595934', '8595939', '8595937', '8501210'])",8595934,"Lausanne, Siège du CIO",46.51756,6.599078
